Gardnerville Ranchos	Nevada	USA	us	105504473	-08:00	DSTUS
Hawthorne	Nevada	USA	us	105505321	-08:00	DSTUS
Henderson	Nevada	USA	us	105505411	-08:00	DSTUS
Indian Hills	Nevada	USA	us	105550579	-08:00	DSTUS
Indian Springs	Nevada	USA	us	105506040	-08:00	DSTUS
Johnson Lane	Nevada	USA	us	105506353	-08:00	DSTUS
Kingsbury	Nevada	USA	us	105506726	-08:00	DSTUS
Las Vegas	Nevada	USA	us	105506956	-08:00	DSTUS
Laughlin	Nevada	USA	us	105507016	-08:00	DSTUS
Lovelock	Nevada	USA	us	105705957	-08:00	DSTUS
McGill	Nevada	USA	us	105508030	-08:00	DSTUS
Mesquite	Nevada	USA	us	105508180	-08:00	DSTUS
Minden	Nevada	USA	us	105508379	-08:00	DSTUS
Moapa Town	Nevada	USA	us	105508470	-08:00	DSTUS
Moapa Valley	Nevada	USA	us	105508473	-08:00	DSTUS
North Las Vegas	Nevada	USA	us	105509403	-08:00	DSTUS
Owyhee	Nevada	USA	us	105707081	-08:00	DSTUS
Pahrump	Nevada	USA	us	105509851	-08:00	DSTUS
Paradise	Nevada	USA	us	105509952	-08:00	DSTUS
Reno	Nevada	USA	us	105511077	-08:00	DSTUS
Sandy Valley	Nevada	USA	us	105511806	-08:00	DSTUS
Schurz	Nevada	USA	us	105511928	-08:00	DSTUS
Searchlight	Nevada	USA	us	105511977	-08:00	DSTUS
Silver Springs	Nevada	USA	us	105512373	-08:00	DSTUS
Smith	Nevada	USA	us	105512520	-08:00	DSTUS
Spanish Springs	Nevada	USA	us	105512827	-08:00	DSTUS
Sparks	Nevada	USA	us	105512862	-08:00	DSTUS
Spring Creek	Nevada	USA	us	105708894	-08:00	DSTUS
Spring Valley	Nevada	USA	us	105512909	-08:00	DSTUS
Stateline	Nevada	USA	us	105512994	-08:00	DSTUS
Sun Valley	Nevada	USA	us	105513307	-08:00	DSTUS
Sunrise Manor	Nevada	USA	us	105513343	-08:00	DSTUS
Tonopah	Nevada	USA	us	105513795	-08:00	DSTUS
Wadsworth	Nevada	USA	us	105514479	-08:00	DSTUS
Wells	Nevada	USA	us	105709967	-08:00	DSTUS
West Wendover	Nevada	USA	us	105710035	-08:00	DSTUS
Whitney	Nevada	USA	us	105515110	-08:00	DSTUS
Winchester	Nevada	USA	us	105515345	-08:00	DSTUS
Winnemucca	Nevada	USA	us	105710360	-08:00	DSTUS
Yerington	Nevada	USA	us	105515507	-08:00	DSTUS
Allenstown Elementary School	New Hampshire	USA	us	105082590	-05:00	DSTUS
Alstead	New Hampshire	USA	us	105082595	-05:00	DSTUS
Alton	New Hampshire	USA	us	105082602	-05:00	DSTUS
Amherst	New Hampshire	USA	us	105082636	-05:00	DSTUS
Andover	New Hampshire	USA	us	105082671	-05:00	DSTUS
Antrim	New Hampshire	USA	us	105082698	-05:00	DSTUS
Ashland	New Hampshire	USA	us	105082756	-05:00	DSTUS
Atkinson	New Hampshire	USA	us	105082790	-05:00	DSTUS
Auburn	New Hampshire	USA	us	105082811	-05:00	DSTUS
Barnstead	New Hampshire	USA	us	105083007	-05:00	DSTUS
Barrington	New Hampshire	USA	us	105083023	-05:00	DSTUS
Bartlett	New Hampshire	USA	us	105083033	-05:00	DSTUS
Bedford	New Hampshire	USA	us	105083221	-05:00	DSTUS
Belmont	New Hampshire	USA	us	105083288	-05:00	DSTUS
Berlin	New Hampshire	USA	us	105083330	-05:00	DSTUS
Bethlehem	New Hampshire	USA	us	105083374	-05:00	DSTUS
Boscawen	New Hampshire	USA	us	105083654	-05:00	DSTUS
Bow Bog	New Hampshire	USA	us	105083673	-05:00	DSTUS
Brentwood	New Hampshire	USA	us	105083780	-05:00	DSTUS
Bristol	New Hampshire	USA	us	105083812	-05:00	DSTUS
Brookline	New Hampshire	USA	us	105083836	-05:00	DSTUS
Canaan	New Hampshire	USA	us	105084151	-05:00	DSTUS
Candia	New Hampshire	USA	us	105084165	-05:00	DSTUS
Canterbury	New Hampshire	USA	us	105084190	-05:00	DSTUS
Charlestown	New Hampshire	USA	us	105084457	-05:00	DSTUS
Chester	New Hampshire	USA	us	105084518	-05:00	DSTUS
Chesterfield	New Hampshire	USA	us	105084524	-05:00	DSTUS
Chichester	New Hampshire	USA	us	105084536	-05:00	DSTUS
Claremont	New Hampshire	USA	us	105084633	-05:00	DSTUS
Colebrook	New Hampshire	USA	us	105084820	-05:00	DSTUS
Concord	New Hampshire	USA	us	105084868	-05:00	DSTUS
Conway	New Hampshire	USA	us	105084939	-05:00	DSTUS
Danville	New Hampshire	USA	us	105085244	-05:00	DSTUS
Deerfield	New Hampshire	USA	us	105085369	-05:00	DSTUS
Deering	New Hampshire	USA	us	105085351	-05:00	DSTUS
Derry	New Hampshire	USA	us	105085374	-05:00	DSTUS
Derry Village	New Hampshire	USA	us	105085382	-05:00	DSTUS
Dover	New Hampshire	USA	us	105085520	-05:00	DSTUS
Durham	New Hampshire	USA	us	105085618	-05:00	DSTUS
East Concord	New Hampshire	USA	us	105085688	-05:00	DSTUS
East Kingston	New Hampshire	USA	us	105085719	-05:00	DSTUS
East Merrimack	New Hampshire	USA	us	105085735	-05:00	DSTUS
Enfield	New Hampshire	USA	us	105085900	-05:00	DSTUS
Epping	New Hampshire	USA	us	105085913	-05:00	DSTUS
Epsom	New Hampshire	USA	us	105085918	-05:00	DSTUS
Exeter	New Hampshire	USA	us	105085966	-05:00	DSTUS
Farmington	New Hampshire	USA	us	105086024	-05:00	DSTUS
Fitzwilliam	New Hampshire	USA	us	105086182	-05:00	DSTUS
Franklin	New Hampshire	USA	us	105086344	-05:00	DSTUS
Fremont	New Hampshire	USA	us	105086383	-05:00	DSTUS
Gilford	New Hampshire	USA	us	105086544	-05:00	DSTUS
Gilmanton	New Hampshire	USA	us	105086564	-05:00	DSTUS
Goffstown	New Hampshire	USA	us	105086628	-05:00	DSTUS
Gorham	New Hampshire	USA	us	105086700	-05:00	DSTUS
Grantham	New Hampshire	USA	us	105086792	-05:00	DSTUS
Greenfield	New Hampshire	USA	us	105086911	-05:00	DSTUS
Greenland	New Hampshire	USA	us	105086915	-05:00	DSTUS
Greenville	New Hampshire	USA	us	105086935	-05:00	DSTUS
Hampstead	New Hampshire	USA	us	105087105	-05:00	DSTUS
Hampton	New Hampshire	USA	us	105087110	-05:00	DSTUS
Hampton Falls	New Hampshire	USA	us	105087122	-05:00	DSTUS
Hancock	New Hampshire	USA	us	105087149	-05:00	DSTUS
Hanover	New Hampshire	USA	us	105087168	-05:00	DSTUS
Haverhill	New Hampshire	USA	us	105087270	-05:00	DSTUS
Henniker	New Hampshire	USA	us	105087365	-05:00	DSTUS
Hillsboro	New Hampshire	USA	us	105087451	-05:00	DSTUS
Hinsdale	New Hampshire	USA	us	105087494	-05:00	DSTUS
Holderness	New Hampshire	USA	us	105087552	-05:00	DSTUS
Hollis	New Hampshire	USA	us	105087559	-05:00	DSTUS
Hooksett	New Hampshire	USA	us	105087616	-05:00	DSTUS
Hopkinton	New Hampshire	USA	us	105087639	-05:00	DSTUS
Hudson	New Hampshire	USA	us	105087752	-05:00	DSTUS
Jaffrey	New Hampshire	USA	us	105088061	-05:00	DSTUS
Keene	New Hampshire	USA	us	105088262	-05:00	DSTUS
Kensington	New Hampshire	USA	us	105088311	-05:00	DSTUS
Kingston	New Hampshire	USA	us	105088377	-05:00	DSTUS
Laconia	New Hampshire	USA	us	105088438	-05:00	DSTUS
Lancaster	New Hampshire	USA	us	105088529	-05:00	DSTUS
Lebanon	New Hampshire	USA	us	105088597	-05:00	DSTUS
Lee	New Hampshire	USA	us	105088619	-05:00	DSTUS
Litchfield	New Hampshire	USA	us	105088753	-05:00	DSTUS
Littleton	New Hampshire	USA	us	105088856	-05:00	DSTUS
Londonderry	New Hampshire	USA	us	105088905	-05:00	DSTUS
Loudon	New Hampshire	USA	us	105089020	-05:00	DSTUS
Lyme	New Hampshire	USA	us	105089108	-05:00	DSTUS
Madison	New Hampshire	USA	us	105089144	-05:00	DSTUS
Manchester	New Hampshire	USA	us	105089178	-05:00	DSTUS
Marlborough	New Hampshire	USA	us	105089236	-05:00	DSTUS
Meredith	New Hampshire	USA	us	105089449	-05:00	DSTUS
Merrimack	New Hampshire	USA	us	105089478	-05:00	DSTUS
Milford	New Hampshire	USA	us	105089578	-05:00	DSTUS
Milton	New Hampshire	USA	us	105089648	-05:00	DSTUS
Mont Vernon	New Hampshire	USA	us	105089746	-05:00	DSTUS
Moultonborough	New Hampshire	USA	us	105089850	-05:00	DSTUS
Nashua	New Hampshire	USA	us	105090046	-05:00	DSTUS
New Boston	New Hampshire	USA	us	105090096	-05:00	DSTUS
New Durham	New Hampshire	USA	us	105090111	-05:00	DSTUS
New Hampton	New Hampshire	USA	us	105090204	-05:00	DSTUS
New Ipswich	New Hampshire	USA	us	105090183	-05:00	DSTUS
New London	New Hampshire	USA	us	105090189	-05:00	DSTUS
Newbury	New Hampshire	USA	us	105090214	-05:00	DSTUS
Newmarket	New Hampshire	USA	us	105090246	-05:00	DSTUS
Newport	New Hampshire	USA	us	105090256	-05:00	DSTUS
Newton	New Hampshire	USA	us	105090268	-05:00	DSTUS
North Conway	New Hampshire	USA	us	105090347	-05:00	DSTUS
North Hampton	New Hampshire	USA	us	105090383	-05:00	DSTUS
Northfield	New Hampshire	USA	us	105090459	-05:00	DSTUS
Northumberland	New Hampshire	USA	us	105090464	-05:00	DSTUS
Northwood	New Hampshire	USA	us	105090470	-05:00	DSTUS
Nottingham	New Hampshire	USA	us	105090496	-05:00	DSTUS
Ossipee	New Hampshire	USA	us	105090683	-05:00	DSTUS
Pelham	New Hampshire	USA	us	105090910	-05:00	DSTUS
Pembroke	New Hampshire	USA	us	105090918	-05:00	DSTUS
Peterborough	New Hampshire	USA	us	105091002	-05:00	DSTUS
Pinardville	New Hampshire	USA	us	105091110	-05:00	DSTUS
Pittsfield	New Hampshire	USA	us	105091251	-05:00	DSTUS
Plainfield	New Hampshire	USA	us	105091265	-05:00	DSTUS
Plaistow	New Hampshire	USA	us	105091273	-05:00	DSTUS
Plymouth	New Hampshire	USA	us	105091310	-05:00	DSTUS
Portsmouth	New Hampshire	USA	us	105091383	-05:00	DSTUS
Raymond	New Hampshire	USA	us	105091636	-05:00	DSTUS
Rindge	New Hampshire	USA	us	105091744	-05:00	DSTUS
Rochester	New Hampshire	USA	us	105091872	-05:00	DSTUS
Rollinsford	New Hampshire	USA	us	105091916	-05:00	DSTUS
Rye	New Hampshire	USA	us	105092018	-05:00	DSTUS
Salem	New Hampshire	USA	us	105092268	-05:00	DSTUS
Sanbornton	New Hampshire	USA	us	105092338	-05:00	DSTUS
Sandown	New Hampshire	USA	us	105092364	-05:00	DSTUS
Seabrook	New Hampshire	USA	us	105092485	-05:00	DSTUS
Somersworth	New Hampshire	USA	us	105092813	-05:00	DSTUS
South Hooksett	New Hampshire	USA	us	105092902	-05:00	DSTUS
Strafford	New Hampshire	USA	us	105093235	-05:00	DSTUS
Stratham Station	New Hampshire	USA	us	105093259	-05:00	DSTUS
Sunapee	New Hampshire	USA	us	105093347	-05:00	DSTUS
Suncook	New Hampshire	USA	us	105093360	-05:00	DSTUS
Swanzey	New Hampshire	USA	us	105093422	-05:00	DSTUS
Tamworth	New Hampshire	USA	us	105093469	-05:00	DSTUS
Thornton	New Hampshire	USA	us	105093630	-05:00	DSTUS
Tilton	New Hampshire	USA	us	105093669	-05:00	DSTUS
Troy	New Hampshire	USA	us	105093821	-05:00	DSTUS
Tuftonboro	New Hampshire	USA	us	105093845	-05:00	DSTUS
Wakefield	New Hampshire	USA	us	105094191	-05:00	DSTUS
Walpole	New Hampshire	USA	us	105094235	-05:00	DSTUS
Warner	New Hampshire	USA	us	105094261	-05:00	DSTUS
Weare	New Hampshire	USA	us	105094329	-05:00	DSTUS
Westmoreland	New Hampshire	USA	us	105094550	-05:00	DSTUS
Whitefield	New Hampshire	USA	us	105094647	-05:00	DSTUS
Wilton	New Hampshire	USA	us	105094802	-05:00	DSTUS
Winchester	New Hampshire	USA	us	105094812	-05:00	DSTUS
Windham	New Hampshire	USA	us	105094817	-05:00	DSTUS
